frame,sim_time,input_delta_pos_x,input_delta_pos_y,input_delta_pos_z,input_delta_rot_x,input_delta_rot_y,input_delta_rot_z,input_gripper,ee_pos_x,ee_pos_y,ee_pos_z,ee_quat_x,ee_quat_y,ee_quat_z,ee_quat_w,ee_body_ang_vel_x,ee_body_ang_vel_y,ee_body_ang_vel_z,ee_body_lin_vel_x,ee_body_lin_vel_y,ee_body_lin_vel_z,gripper_pos,ee_target_pos_x,ee_target_pos_y,ee_target_pos_z,ee_target_quat_x,ee_target_quat_y,ee_target_quat_z,ee_target_quat_w,joint_q_0,joint_q_1,joint_q_2,joint_q_3,joint_q_4,joint_q_5,joint_q_6,joint_q_7,joint_target_q_0,joint_target_q_1,joint_target_q_2,joint_target_q_3,joint_target_q_4,joint_target_q_5,joint_target_q_6,joint_target_q_7
99,1.666667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
100,1.683333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
101,1.700000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
102,1.716667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
103,1.733333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
104,1.750000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
105,1.766667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
106,1.783333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
107,1.800000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
108,1.816667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
109,1.833333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
110,1.850000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
111,1.866667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
112,1.883333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
113,1.900000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
114,1.916667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
115,1.933333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
116,1.950000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
117,1.966667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
118,1.983333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
119,2.000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
120,2.016667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
121,2.033333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
122,2.050000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
123,2.066667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
124,2.083333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
125,2.100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
126,2.116667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
127,2.133333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
128,2.150000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
129,2.166667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
130,2.183333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
131,2.200000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
132,2.216667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
133,2.233333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
134,2.250000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
135,2.266667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
136,2.283333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
137,2.300000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
138,2.316667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
139,2.333333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
140,2.350000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
141,2.366667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
142,2.383333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
143,2.400000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
144,2.416667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
145,2.433333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
146,2.450000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
147,2.466667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
148,2.483333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
149,2.500000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
