frame,sim_time,input_delta_pos_x,input_delta_pos_y,input_delta_pos_z,input_delta_rot_x,input_delta_rot_y,input_delta_rot_z,input_gripper,ee_pos_x,ee_pos_y,ee_pos_z,ee_quat_x,ee_quat_y,ee_quat_z,ee_quat_w,ee_body_ang_vel_x,ee_body_ang_vel_y,ee_body_ang_vel_z,ee_body_lin_vel_x,ee_body_lin_vel_y,ee_body_lin_vel_z,gripper_pos,ee_target_pos_x,ee_target_pos_y,ee_target_pos_z,ee_target_quat_x,ee_target_quat_y,ee_target_quat_z,ee_target_quat_w,joint_q_0,joint_q_1,joint_q_2,joint_q_3,joint_q_4,joint_q_5,joint_q_6,joint_q_7,joint_target_q_0,joint_target_q_1,joint_target_q_2,joint_target_q_3,joint_target_q_4,joint_target_q_5,joint_target_q_6,joint_target_q_7
150,2.516667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
151,2.533333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
152,2.550000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
153,2.566667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
154,2.583333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
155,2.600000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
156,2.616667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
157,2.633333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
158,2.650000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
159,2.666667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
160,2.683333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
161,2.700000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
162,2.716667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
163,2.733333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
164,2.750000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
165,2.766667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
166,2.783333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
167,2.800000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
168,2.816667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
169,2.833333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
170,2.850000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
171,2.866667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
172,2.883333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
173,2.900000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
174,2.916667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
175,2.933333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
176,2.950000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
177,2.966667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
178,2.983333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
179,3.000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
180,3.016667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
181,3.033333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
182,3.050000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
183,3.066667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
184,3.083333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
185,3.100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
186,3.116667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
187,3.133333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
188,3.150000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
189,3.166667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
190,3.183333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
191,3.200000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
192,3.216667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
193,3.233333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
194,3.250000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
195,3.266667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
196,3.283333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
197,3.300000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
198,3.316667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
199,3.333333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
200,3.350000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
